crt.sh ID,Logged At,Not Before,Not After,Common Name,Matching Identities,Issuer Name
10680927697,2023-10-09,2023-02-24,2024-03-26,"*.impuestos.gob.bo","*.impuestos.gob.bo
impuestos.gob.bo","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=Thawte RSA CA 2018"
10688900029,2023-10-09,2023-10-09,2024-01-07,"www.impuestos.gob.bo","impuestos.gob.bo
www.impuestos.gob.bo","C=ES, ST=Illes Balears, L=Manacor, O=\"Soluciones Corporativas IP, SL\", CN=Don Dominio / MrDomain RSA DV CA"
10688900064,2023-10-09,2023-10-09,2024-01-07,"www.impuestos.gob.bo","impuestos.gob.bo
www.impuestos.gob.bo","C=ES, ST=Illes Balears, L=Manacor, O=\"Soluciones Corporativas IP, SL\", CN=Don Dominio / MrDomain RSA DV CA"
10927086643,2023-10-28,2023-10-28,2024-01-26,"chat2.impuestos.gob.bo","chat2.impuestos.gob.bo","C=US, O=Let's Encrypt, CN=R3"
10927089112,2023-10-28,2023-10-28,2024-01-26,"chat2.impuestos.gob.bo","chat2.impuestos.gob.bo","C=US, O=Let's Encrypt, CN=R3"
10927599773,2023-10-28,2023-10-28,2024-01-26,"chat2.impuestos.gob.bo","chat2.impuestos.gob.bo","C=US, O=Let's Encrypt, CN=R3"
10927597608,2023-10-28,2023-10-28,2024-01-26,"chat2.impuestos.gob.bo","chat2.impuestos.gob.bo","C=US, O=Let's Encrypt, CN=R3"
11039691095,2023-11-08,2023-11-08,2024-02-06,"chat2.impuestos.gob.bo","chat2.impuestos.gob.bo","C=US, O=Let's Encrypt, CN=R3"
11039693302,2023-11-08,2023-11-08,2024-02-06,"chat2.impuestos.gob.bo","chat2.impuestos.gob.bo","C=US, O=Let's Encrypt, CN=R3"
11047982182,2023-11-09,2023-11-09,2024-02-07,"chat2.impuestos.gob.bo","chat2.impuestos.gob.bo","C=US, O=Let's Encrypt, CN=R3"
11047978095,2023-11-09,2023-11-09,2024-02-07,"chat2.impuestos.gob.bo","chat2.impuestos.gob.bo","C=US, O=Let's Encrypt, CN=R3"
11250755130,2023-11-28,2023-11-28,2024-02-26,"*.impuestos.gob.bo","*.impuestos.gob.bo","C=US, O=Let's Encrypt, CN=R3"
11250749849,2023-11-28,2023-11-28,2024-02-26,"*.impuestos.gob.bo","*.impuestos.gob.bo","C=US, O=Let's Encrypt, CN=R3"
11494907437,2023-12-18,2023-12-18,2024-03-17,"sac.impuestos.gob.bo","sac.impuestos.gob.bo","C=US, O=Let's Encrypt, CN=R3"
11521983021,2023-12-18,2023-12-18,2024-03-17,"sac.impuestos.gob.bo","sac.impuestos.gob.bo","C=US, O=Let's Encrypt, CN=R3"
12147441341,2024-02-21,2024-02-21,2025-02-19,"*.impuestos.gob.bo","*.impuestos.gob.bo
impuestos.gob.bo","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=RapidSSL TLS RSA CA G1"
12424464757,2024-03-18,2024-03-18,2024-06-16,"sac.impuestos.gob.bo","sac.impuestos.gob.bo","C=US, O=Let's Encrypt, CN=R3"
12424468433,2024-03-18,2024-03-18,2024-06-16,"sac.impuestos.gob.bo","sac.impuestos.gob.bo","C=US, O=Let's Encrypt, CN=R3"
16702939897,2025-02-12,2025-02-12,2026-02-20,"*.impuestos.gob.bo","*.impuestos.gob.bo
impuestos.gob.bo","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=RapidSSL TLS RSA CA G1"
16717926500,2025-02-13,2025-02-13,2025-05-14,"bbb.impuestos.gob.bo","bbb.impuestos.gob.bo","C=US, O=Let's Encrypt, CN=R10"
17185033575,2025-02-13,2025-02-13,2025-05-14,"bbb.impuestos.gob.bo","bbb.impuestos.gob.bo","C=US, O=Let's Encrypt, CN=R10"
17059174758,2025-03-11,2025-03-11,2025-06-09,"*.impuestos.gob.bo","*.impuestos.gob.bo
impuestos.gob.bo","C=AT, O=ZeroSSL, CN=ZeroSSL RSA Domain Secure Site CA"
17059173129,2025-03-11,2025-03-11,2025-06-09,"*.impuestos.gob.bo","*.impuestos.gob.bo
impuestos.gob.bo","C=AT, O=ZeroSSL, CN=ZeroSSL RSA Domain Secure Site CA"
17378293840,2025-03-24,2025-03-24,2025-06-22,"bbb.impuestos.gob.bo","bbb.impuestos.gob.bo","C=US, O=Let's Encrypt, CN=R10"
17377944678,2025-03-24,2025-03-24,2025-06-22,"bbb.impuestos.gob.bo","bbb.impuestos.gob.bo","C=US, O=Let's Encrypt, CN=R10"
18595551943,2025-05-24,2025-05-24,2025-08-22,"bbb.impuestos.gob.bo","bbb.impuestos.gob.bo","C=US, O=Let's Encrypt, CN=R11"
18595392584,2025-05-24,2025-05-24,2025-08-22,"bbb.impuestos.gob.bo","bbb.impuestos.gob.bo","C=US, O=Let's Encrypt, CN=R11"
19857460887,2025-07-23,2025-07-23,2025-10-21,"bbb.impuestos.gob.bo","bbb.impuestos.gob.bo","C=US, O=Let's Encrypt, CN=R10"
19855850675,2025-07-23,2025-07-23,2025-10-21,"bbb.impuestos.gob.bo","bbb.impuestos.gob.bo","C=US, O=Let's Encrypt, CN=R10"
21182307665,2025-09-21,2025-09-21,2025-12-20,"bbb.impuestos.gob.bo","bbb.impuestos.gob.bo","C=US, O=Let's Encrypt, CN=R12"
21182334023,2025-09-21,2025-09-21,2025-12-20,"bbb.impuestos.gob.bo","bbb.impuestos.gob.bo","C=US, O=Let's Encrypt, CN=R12"
22624229918,2025-11-20,2025-11-20,2026-02-18,"bbb.impuestos.gob.bo","bbb.impuestos.gob.bo","C=US, O=Let's Encrypt, CN=R13"
22626676417,2025-11-20,2025-11-20,2026-02-18,"bbb.impuestos.gob.bo","bbb.impuestos.gob.bo","C=US, O=Let's Encrypt, CN=R13"
24492171673,2026-02-18,2026-02-18,2027-02-17,"*.impuestos.gob.bo","*.impuestos.gob.bo
impuestos.gob.bo","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=RapidSSL TLS RSA CA G1"
